time,open,high,low,close,volume
2025-09-29,101.77,101.92,98.77,99.77,1786688
2025-09-30,99.84,101.15,99.07,99.69,1691379
2025-10-01,99.53,99.84,98.46,98.46,1676910
2025-10-02,98.61,101.15,98.0,99.0,1761512
2025-10-03,99.0,100.0,98.15,99.46,1614349
2025-10-06,99.61,103.3,99.61,103.3,1706691
2025-10-07,103.69,103.69,101.3,102.61,1604353
2025-10-08,103.84,103.84,101.77,102.61,1816457
2025-10-09,102.69,102.69,100.84,102.38,1713430
2025-10-10,102.69,103.46,101.53,102.53,1822200
2025-10-13,101.46,109.69,100.0,109.69,3777148
2025-10-14,111.92,117.3,110.46,117.3,4723964
2025-10-15,120.53,125.46,117.53,125.46,3459424
2025-10-16,126.15,133.46,124.0,133.46,3686553
2025-10-17,133.53,137.69,129.99,134.61,3074510
2025-10-20,134.23,138.46,127.38,134.23,3495073
2025-10-21,134.23,143.61,134.23,138.46,4133149
2025-10-22,138.84,139.46,136.23,138.61,2924786
2025-10-23,138.53,142.38,138.53,141.53,2604273
2025-10-24,141.53,141.92,133.46,138.46,3507841
2025-10-27,140.76,140.76,130.76,134.84,3029077
2025-10-28,134.07,144.22,134.07,144.22,3730227
2025-10-29,145.76,151.15,145.38,150.07,2322697
2025-10-30,150.07,154.76,148.15,150.38,2391029
2025-10-31,149.22,149.38,141.92,143.84,2805236
2025-11-03,143.69,146.07,140.84,141.15,2420378
2025-11-04,141.53,145.38,140.61,142.92,2132031
2025-11-05,142.53,143.46,140.76,141.92,2045927
2025-11-06,142.15,143.46,139.15,139.15,1770242
2025-11-07,137.3,138.46,132.99,136.92,2070901
2025-11-10,137.3,139.23,134.84,135.76,1929763
2025-11-11,135.76,136.53,131.15,134.53,2018994
2025-11-12,134.61,136.15,130.99,135.46,1924204
2025-11-13,135.23,136.76,133.99,135.61,1859384
2025-11-14,135.07,136.15,133.3,135.69,1850916
2025-11-17,135.69,137.69,134.23,137.69,1915037
2025-11-18,138.61,138.61,136.15,137.76,1830978
2025-11-19,137.46,137.76,135.46,136.92,1812924
2025-11-20,136.53,146.46,136.3,146.46,3017878
2025-11-21,146.92,151.61,145.07,149.69,1927484
2025-11-24,149.76,157.76,148.46,157.53,2863323
2025-11-25,157.92,168.53,156.53,168.53,3217455
2025-11-26,168.07,169.22,159.15,159.84,2259713
2025-11-27,159.22,159.84,148.69,155.38,4892910
2025-11-28,154.61,159.07,151.38,156.53,1491169
2025-12-01,156.69,162.07,154.38,156.84,1861273
2025-12-02,156.92,167.76,155.07,167.61,3568369
2025-12-03,167.84,167.92,163.22,164.61,1698369
2025-12-04,164.69,164.69,158.46,158.46,2256382
2025-12-05,157.07,159.61,153.84,159.61,2327074
2025-12-08,157.22,159.61,154.53,158.76,1678036
2025-12-09,157.69,157.69,153.84,153.84,1985792
2025-12-10,154.22,154.61,148.92,151.22,2545126
2025-12-11,150.53,150.99,144.53,144.61,1753020
2025-12-12,142.3,146.53,138.3,142.3,2000041
2025-12-15,141.53,143.84,140.76,143.07,1405947
2025-12-16,143.15,147.3,139.84,147.3,1588910
2025-12-17,147.38,147.38,142.38,142.38,1512536
2025-12-18,142.38,150.76,140.69,149.15,2134388
